>ptg000019l	658483
378460	379035	26
379036	379144	25
379145	379187	24
379188	379716	25
379717	379757	24
379758	379782	25
379783	380083	26
380084	380520	27
380521	380597	26
380598	380904	25
380905	381509	27
381510	381595	28
381596	381682	27
381683	381756	28
381757	381831	29
381832	381958	28
381959	382308	29
382309	382589	30
382590	383257	31
383258	383275	30
383276	383414	29
383415	383629	30
383630	383643	31
383644	383787	32
383788	383981	31
383982	384040	30
384041	384303	29
384304	384469	28
384470	384786	27
384787	384834	28
384835	385196	27
385197	385271	26
385272	385304	25
385305	385560	26
385561	385713	25
385714	385755	26
385756	386201	25
386202	386228	24
386229	386523	25
386524	386674	24
386675	387068	25
387069	387464	24
387465	387492	23
387493	387548	24
387549	387556	25
387557	387729	26
387730	387842	27
387843	387870	28
387871	387893	29
387894	387903	28
387904	387931	29
387932	388033	30
388034	388080	32
388081	388136	31
388137	388196	30
388197	388310	31
388311	388341	32
388342	388439	33
388440	388581	32
388582	388741	31
388742	388837	32
388838	388856	33
388857	389014	32
389015	389132	33
389133	389186	34
389187	389235	33
389236	389467	32
389468	389602	31
389603	389820	30
389821	389974	31
389975	390477	32
390478	390974	33
390975	391176	32
391177	391447	30
391448	391518	31
391519	391650	30
391651	391676	31
391677	392137	30
392138	392482	31
392483	393016	32
393017	393121	31
393122	393288	30
393289	393299	28
393300	393503	29
393504	393646	28
393647	393735	29
393736	393737	30
393738	393779	31
393780	394110	30
394111	394157	31
394158	394464	30
394465	394617	31
394618	394634	30
394635	395434	31
395435	395625	30
395626	395797	29
395798	396322	31
396323	396347	30
396348	396354	29
396355	396514	28
396515	396592	28
396593	396630	27
396631	397095	26
397096	397157	27
397158	397273	26
397274	397558	27
397559	397563	28
397564	397624	27
397625	397716	26
397717	397792	25
397793	397956	24
397957	398024	25
398025	398051	26
398052	398164	27
398165	398234	28
398235	398422	29
398423	398464	28
398465	398628	29
398629	398677	30
398678	398756	30
398757	399050	31
399051	399223	30
399224	399483	31
399484	399770	30
399771	399955	31
399956	400198	32
400199	400296	31
400297	400439	30
400440	400492	29
400493	400524	30
400525	400554	31
400555	400594	30
400595	400856	31
400857	400945	32
400946	401094	33
401095	401118	34
401119	401404	33
401405	401750	34
401751	402018	33
402019	402073	34
402074	402115	35
402116	402332	36
402333	402453	35
402454	402501	34
402502	402753	35
402754	402806	34
402807	403224	33
403225	403479	34
403480	403669	35
403670	403754	36
403755	403877	37
403878	404075	38
404076	404114	37
404115	404302	36
404303	404426	37
404427	404438	36
404439	404466	37
404467	404494	38
404495	404717	37
404718	405443	36
405444	405715	35
405716	406004	36
406005	406126	37
406127	406192	38
406193	406231	37
406232	406387	36
406388	406743	35
406744	406807	34
406808	407039	33
407040	407118	32
407119	407201	31
407202	407351	30
407352	407353	29
407354	407471	30
407472	407503	29
407504	408374	30
408375	408432	29
408433	408500	30
408501	408584	31
408585	408834	30
408835	408896	29
408897	409169	30
409170	409175	29
409176	409269	28
409270	409451	29
409452	409460	28
409461	409507	27
409508	409570	26
409571	409760	25
409761	409769	24
409770	409788	25
409789	410110	26
410111	410198	27
410199	410240	28
410241	410261	27
410262	410287	28
410288	410307	29
410308	410469	30
410470	410503	29
410504	410878	30
410879	411320	31
411321	411326	30
411327	411372	31
411373	411429	30
411430	411502	31
411503	411768	30
411769	411851	31
411852	412127	32
412128	412270	31
412271	412286	30
412287	412575	29
412576	412608	28
412609	412795	29
412796	413028	30
413029	413113	31
413114	413225	30
413226	413387	29
413388	413494	30
413495	413605	31
413606	413827	30
413828	414297	29
414298	414518	30
414519	414549	31
414550	414761	32
414762	414876	33
414877	415057	34
415058	415378	33
415379	415717	34
415718	415807	33
415808	416275	32
416276	416443	31
416444	416622	30
416623	416719	31
416720	416763	30
416764	417162	31
417163	417257	32
417258	417647	33
417648	417843	32
417844	417958	33
417959	418039	32
418040	418126	31
418127	418171	32
418172	418259	31
418260	418477	32
418478	418589	31
418590	418609	30
418610	418677	29
418678	418816	30
418817	418825	31
418826	419185	30
419186	419311	31
419312	419385	30
419386	419416	31
419417	419548	30
419549	419632	29
419633	419726	30
419727	419991	29
419992	420065	28
420066	420119	29
420120	420631	28
420632	420682	27
420683	420787	26
420788	421080	27
421081	421204	26
421205	421414	27
421415	421699	26
421700	421717	27
421718	422005	28
422006	422133	27
422134	422237	28
422238	422307	29
422308	422326	30
422327	422624	29
422625	422735	28
422736	422785	29
422786	422953	30
422954	423024	31
423025	423125	32
423126	423173	33
423174	423471	34
423472	423490	36
423491	423528	35
423529	423601	34
423602	423761	35
423762	423782	34
423783	423845	35
423846	423857	34
423858	424125	35
424126	424148	34
424149	424545	35
424546	424761	34
424762	424896	33
424897	424965	34
424966	425071	35
425072	425152	36
425153	425368	35
425369	425799	36
425800	426120	35
426121	426387	36
426388	426443	35
426444	426673	34
426674	426856	33
426857	427048	34
427049	427166	35
427167	427193	34
427194	427493	35
427494	427507	34
427508	427525	33
427526	427638	32
427639	427656	33
427657	427989	34
427990	428054	35
428055	428128	36
428129	428191	35
428192	428332	36
428333	428362	37
428363	428549	36
428550	428622	37
428623	428662	39
428663	428800	38
428801	428814	39
428815	428874	40
428875	428886	41
428887	428905	42
428906	428939	41
428940	429234	43
429235	429253	44
429254	429304	43
429305	429451	42
429452	429605	41
429606	429702	42
429703	429868	45
429869	429943	46
429944	429972	47
429973	430004	46
430005	430024	47
430025	430067	49
430068	430173	50
430174	430208	52
430209	430264	51
430265	430329	52
430330	430374	53
430375	430423	59
430424	430499	60
430500	430615	64
430616	430708	65
430709	430750	67
430751	430816	69
430817	430839	70
430840	430908	71
430909	430927	72
430928	430929	71
430930	430959	75
430960	430972	74
430973	431072	77
431073	431096	78
431097	431124	79
431125	431161	80
431162	431237	81
431238	431243	80
431244	431311	81
431312	431467	83
431468	431549	82
431550	431560	81
431561	431591	82
431592	431614	81
431615	431689	80
431690	431847	83
431848	432127	84
432128	432167	85
432168	432237	86
432238	432352	85
432353	432454	86
432455	432761	87
432762	432909	86
432910	432955	85
432956	433035	84
433036	433082	83
433083	433281	82
433282	433601	81
433602	433934	82
433935	434191	81
434192	434381	82
434382	434410	81
434411	435161	80
435162	435201	79
435202	436098	78
436099	436159	77
436160	436426	76
436427	436623	75
436624	436820	74
436821	436836	73
436837	436955	72
436956	437031	71
437032	437281	70
437282	437549	69
437550	438220	68
438221	438249	67
438250	438303	66
438304	438314	65
438315	438328	64
438329	438339	63
438340	438352	62
438353	438401	61
438402	438434	24
438435	438466	22
438467	438518	21
438519	438702	19
438703	438842	18
438843	438855	17
438856	438891	16
438892	438963	15
438964	439136	14
439137	439260	13
439261	439349	12
439350	439743	11
439744	439804	9
439805	440021	8
440022	440281	7
440282	440531	6
440532	440605	5
440606	440657	4
440658	440774	3
440775	440788	0
>ptg000012l	28093
1	7	0
8	637	1
638	932	2
933	1100	3
1101	2395	4
2396	2398	5
2399	2589	6
2590	2745	7
2746	2785	8
2786	2851	9
2852	3033	10
3034	3245	11
3246	3323	12
3324	3671	13
3672	3897	14
3898	3969	15
3970	4023	16
4024	4151	17
4152	4543	18
4544	4784	20
4785	4859	21
4860	5050	22
5051	5102	23
5103	5240	24
5241	5308	25
5309	5433	26
5434	5721	27
5722	5840	28
5841	6018	29
6019	6080	30
6081	6180	31
6181	6211	32
6212	6380	33
6381	6411	34
6412	6465	35
6466	6478	36
6479	6556	37
6557	6625	38
6626	6649	39
6650	6783	40
6784	6946	41
6947	7219	42
7220	7377	43
7378	7479	44
7480	7706	45
7707	7867	46
7868	8328	47
8329	8549	48
8550	8598	50
8599	8802	51
8803	9500	52
9501	9896	51
9897	10003	52
10004	10089	53
10090	10295	54
10296	10485	55
10486	10621	56
10622	10690	57
10691	10704	58
10705	10739	59
10740	10754	60
10755	10837	61
10838	10900	62
10901	10952	64
10953	11033	65
11034	11088	66
11089	11200	65
11201	11235	64
11236	11270	65
11271	11354	66
11355	11395	67
11396	11414	68
11415	11462	69
11463	11628	70
11629	11646	71
11647	11732	72
11733	11803	73
11804	11968	74
11969	12013	73
12014	12076	74
12077	12099	73
12100	12118	72
12119	12203	71
12204	12268	73
12269	12345	74
12346	12413	76
12414	12534	77
12535	12579	76
12580	12586	75
12587	12605	76
12606	12766	74
12767	12785	75
12786	12916	74
12917	12996	75
12997	13504	74
13505	13531	73
13532	13544	72
13545	13571	71
13572	13604	72
13605	13734	71
13735	13869	72
13870	13881	73
13882	14210	74
14211	14264	75
14265	14316	74
14317	14412	73
14413	14431	71
14432	14556	72
14557	14561	73
14562	14602	72
14603	14627	71
14628	14644	70
14645	14743	71
14744	14802	72
14803	14805	71
14806	14824	72
14825	14832	71
14833	14842	70
14843	14871	71
14872	14957	70
14958	15064	69
15065	15104	70
15105	15140	69
15141	15199	68
15200	15309	69
15310	15330	72
15331	15349	73
15350	15368	74
15369	15404	73
15405	15409	75
15410	15506	76
15507	15514	77
15515	15519	76
15520	15525	77
15526	15548	76
15549	15622	77
15623	15631	76
15632	15642	77
15643	15728	78
15729	15729	77
15730	15795	78
15796	15813	79
15814	15819	80
15820	15882	81
15883	15887	82
15888	15914	81
15915	16014	82
16015	16033	83
16034	16043	82
16044	16153	83
16154	16220	82
16221	16245	83
16246	16289	84
16290	16323	85
16324	16328	86
16329	16421	87
16422	16680	86
16681	16754	87
16755	16773	88
16774	16792	87
16793	16809	86
16810	16826	85
16827	16911	86
16912	16975	89
16976	17031	88
17032	17047	89
17048	17093	90
17094	17119	91
17120	17132	92
17133	17151	93
17152	17193	92
17194	17281	93
17282	17297	94
17298	17322	95
17323	17341	96
17342	17351	95
17352	17388	96
17389	17486	97
17487	17492	98
17493	17511	99
17512	17533	100
17534	17588	101
17589	17593	100
17594	17717	101
17718	17890	102
17891	17907	103
17908	17934	104
17935	18044	105
18045	18171	104
18172	18309	103
18310	18320	102
18321	18550	101
18551	18559	100
18560	18578	101
18579	18634	100
18635	18637	101
18638	18768	102
18769	19041	103
19042	19116	102
19117	19146	101
19147	19289	102
19290	19420	103
19421	19735	102
19736	19758	101
19759	19790	100
19791	19844	99
19845	19863	98
19864	19924	97
19925	20077	96
20078	20092	95
20093	20143	94
20144	20200	93
20201	20444	92
20445	20542	91
20543	20570	90
20571	20579	89
20580	20608	88
20609	20629	87
20630	20764	88
20765	20803	87
20804	21037	85
21038	21076	84
21077	21332	83
21333	21387	82
21388	21428	81
21429	21510	80
21511	21515	79
21516	21678	78
21679	21858	77
21859	21949	76
21950	22088	75
22089	22375	74
22376	22872	73
22873	22941	72
22942	22971	71
22972	23099	70
23100	23347	69
23348	23367	68
23368	23381	67
23382	23481	66
23482	23591	65
23592	23754	64
23755	23772	63
23773	23893	62
23894	24190	59
24191	24250	58
24251	24687	57
24688	24729	56
24730	24816	55
24817	24905	54
24906	24984	53
24985	25014	52
25015	25399	51
25400	25412	50
25413	25524	14
25525	25838	13
25839	25890	12
25891	26372	11
26373	26732	10
26733	26740	9
26741	26912	8
26913	27205	7
27206	27296	6
27297	27436	5
27437	27492	4
27493	27739	3
27740	27842	2
27843	28093	1
>ptg000013l	94034
1	13	0
14	31	1
32	70	6
71	89	12
90	176	13
177	223	14
224	309	15
310	322	33
323	341	41
342	347	40
348	366	41
367	411	37
412	418	42
419	430	43
431	437	38
438	605	37
606	660	47
661	693	51
694	712	52
713	757	50
758	781	49
782	813	44
814	817	41
818	873	39
874	1623	40
1624	2252	36
2253	2437	37
2438	3019	38
3020	3832	39
3833	4064	40
4065	4466	41
4467	4574	42
4575	5340	43
5341	5543	44
5544	5750	45
5751	5897	46
5898	6133	47
6134	6223	48
6224	6463	50
6464	6625	51
6626	6678	52
6679	6744	53
6745	6955	54
6956	7535	55
7536	7967	56
7968	8114	57
8115	8193	58
8194	8229	59
8230	8297	60
8298	8473	59
8474	8513	58
8514	8608	57
8609	8634	58
8635	8658	60
8659	8698	61
8699	8810	60
8811	8868	59
8869	9121	58
9122	9257	59
9258	9294	60
9295	9308	59
9309	9353	58
9354	9372	59
9373	9393	57
9394	9543	55
9544	9560	54
9561	9588	53
9589	9661	52
9662	9664	51
9665	9786	52
9787	9812	51
9813	9868	50
9869	9912	49
9913	9934	48
9935	10113	47
10114	10118	48
10119	10232	47
10233	10237	48
10238	10305	47
10306	10383	48
10384	10401	47
10402	10440	48
10441	10529	49
10530	10571	48
10572	10602	47
10603	10608	46
10609	10724	45
10725	10782	44
10783	10838	43
10839	10904	42
10905	11005	43
11006	11066	42
11067	11069	41
11070	11207	40
11208	11519	41
11520	11725	40
11726	11805	39
11806	11923	40
11924	11994	41
11995	12215	42
12216	12424	43
12425	12440	44
12441	12483	45
12484	12502	46
12503	12552	45
12553	13000	43
13001	13082	44
13083	13241	43
13242	13304	44
13305	13347	45
13348	13350	46
13351	13656	45
13657	13696	46
13697	13732	47
13733	13769	46
13770	13781	45
13782	13834	44
13835	13936	45
13937	14179	44
14180	14308	45
14309	14442	46
14443	14764	47
14765	14783	46
14784	14858	47
14859	15047	46
15048	15136	44
15137	15223	43
15224	15661	44
15662	15952	42
15953	16048	43
16049	16094	42
16095	16291	41
16292	16367	42
16368	16457	41
16458	16609	40
16610	16793	39
16794	16901	40
16902	16942	39
16943	17149	40
17150	17181	39
17182	17216	38
17217	17245	37
17246	17364	36
17365	17419	35
17420	17536	34
17537	17798	35
17799	18085	36
18086	18152	37
18153	18200	36
18201	18681	37
18682	18709	36
18710	19153	35
19154	19349	34
19350	19374	33
19375	19410	34
19411	19534	33
19535	19677	34
19678	19991	33
19992	20144	32
20145	20305	31
20306	20326	30
20327	20380	31
20381	20444	30
20445	20862	29
20863	20866	30
20867	21155	28
21156	21707	29
21708	21957	28
21958	22035	27
22036	22054	28
22055	22193	27
22194	22266	28
22267	22289	27
22290	22316	26
22317	22347	25
22348	22489	24
22490	22514	22
22515	22737	21
22738	22802	22
22803	22926	20
22927	23104	21
23105	23146	22
23147	24520	21
24521	24668	20
24669	24782	21
24783	24998	20
24999	25107	21
25108	25233	20
25234	25472	19
25473	25541	20
25542	25731	21
25732	25800	20
25801	26053	21
26054	26092	22
26093	26283	23
26284	26302	24
26303	26440	23
26441	26453	22
26454	26459	23
26460	26575	22
26576	27243	23
27244	27351	22
27352	27815	23
27816	27853	24
27854	28857	23
28858	28880	24
28881	29163	25
29164	29206	26
29207	29406	25
29407	29743	24
29744	29903	25
29904	29980	24
29981	30333	25
30334	30352	26
30353	30512	25
30513	30537	26
30538	30573	27
30574	30597	28
30598	30638	29
30639	31231	30
31232	31363	31
31364	31390	30
31391	31568	31
31569	31930	32
31931	31963	31
31964	32016	30
32017	32023	31
32024	32191	29
32192	32511	30
32512	33155	31
33156	33184	32
33185	33235	33
33236	33294	34
33295	33320	35
33321	33703	34
33704	33782	33
33783	34033	34
34034	34115	35
34116	34134	36
34135	34411	35
34412	34488	36
34489	34500	37
34501	34577	36
34578	34600	35
34601	34648	36
34649	34701	35
34702	34930	36
34931	35158	35
35159	35162	34
35163	35315	35
35316	35614	36
35615	35633	37
35634	35879	36
35880	35930	37
35931	35996	36
35997	36468	37
36469	36612	36
36613	36775	35
36776	36854	36
36855	37096	37
37097	37193	38
37194	37223	39
37224	37422	40
37423	37441	41
37442	37443	39
37444	37717	38
37718	37840	37
37841	37858	36
37859	37862	35
37863	38259	36
38260	38419	37
38420	38597	38
38598	38706	39
38707	39007	38
39008	39106	39
39107	39234	38
39235	39286	39
39287	39410	40
39411	39562	41
39563	39659	40
39660	40032	38
40033	40034	37
40035	40109	38
40110	40412	37
40413	40453	38
40454	40633	36
40634	40739	37
40740	40951	36
40952	40987	37
40988	41204	38
41205	41629	37
41630	41851	38
41852	41912	39
41913	42030	38
42031	42308	39
42309	42314	40
42315	42554	39
42555	42579	38
42580	42770	37
42771	42789	36
42790	42808	37
42809	42832	36
42833	42844	35
42845	43031	34
43032	43114	33
43115	43253	34
43254	43322	35
43323	43458	36
43459	43527	35
43528	43802	36
43803	43879	37
43880	43998	35
43999	44026	34
44027	44109	35
44110	44765	34
44766	44819	35
44820	44983	36
44984	45143	37
45144	45236	36
45237	45286	35
45287	45304	34
45305	45635	33
45636	45708	32
45709	45711	33
45712	45902	32
45903	45905	33
45906	46234	32
46235	46259	31
46260	46284	32
46285	46403	33
46404	46948	32
46949	47171	33
47172	47194	32
47195	47268	31
47269	47399	30
47400	47504	29
47505	47843	30
47844	48209	31
48210	48362	30
48363	48674	29
48675	48696	28
48697	48815	27
48816	48874	28
48875	48893	29
48894	49312	28
49313	49324	27
49325	49525	26
49526	49666	25
49667	49822	26
49823	50433	25
50434	50649	24
50650	50686	25
50687	50957	24
50958	51691	25
51692	51774	23
51775	52404	24
52405	52467	23
52468	52489	22
52490	52517	23
52518	52610	24
52611	52660	23
52661	52824	24
52825	52900	25
52901	53000	26
53001	53007	25
53008	53127	26
53128	53253	25
53254	53287	26
53288	53298	25
53299	53549	26
53550	53782	25
53783	53816	26
53817	53836	25
53837	53877	24
53878	54017	23
54018	54247	24
54248	54287	25
54288	54330	26
54331	54348	25
54349	54590	26
54591	54747	27
54748	54941	26
54942	55398	25
55399	55791	24
55792	55890	23
55891	55909	24
55910	55980	23
55981	56049	24
56050	56251	25
56252	56425	26
56426	57124	25
57125	57296	24
57297	57348	23
57349	57489	24
57490	57836	23
57837	58075	22
58076	58812	21
58813	59310	22
59311	59463	23
59464	59677	24
59678	59729	25
59730	59733	24
59734	60219	25
60220	60235	24
60236	60256	23
60257	60326	24
60327	60970	25
60971	61214	24
61215	61480	25
61481	61888	24
61889	61924	23
61925	62185	22
62186	62260	21
62261	62292	22
62293	62353	23
62354	62388	22
62389	62457	21
62458	62590	22
62591	62712	23
62713	62794	24
62795	63138	25
63139	63361	24
63362	63546	23
63547	63626	22
63627	63890	21
63891	64049	20
64050	64057	19
64058	64088	20
64089	64093	21
64094	64284	22
64285	64390	21
64391	64443	22
64444	64665	23
64666	64803	24
64804	64854	23
64855	64964	22
64965	65618	21
65619	66213	22
66214	67072	23
67073	67264	22
67265	67637	21
67638	68197	22
68198	68207	21
68208	68231	20
68232	68462	19
68463	68481	20
68482	68535	19
68536	68927	18
68928	69003	19
69004	69255	20
69256	69595	21
69596	69880	22
69881	70040	23
70041	70294	24
70295	70435	23
70436	70478	22
70479	70583	23
70584	71122	24
71123	71137	23
71138	71411	24
71412	72052	23
72053	72326	22
72327	72442	21
72443	72467	20
72468	72499	19
72500	72584	18
72585	72711	17
72712	72714	16
72715	73021	17
73022	73117	16
73118	73417	17
73418	73465	18
73466	73597	19
73598	73789	18
73790	73999	17
74000	74317	16
74318	74626	17
74627	75162	16
75163	75233	17
75234	75734	18
75735	75839	19
75840	75858	20
75859	76534	21
76535	77026	22
77027	77235	23
77236	77474	24
77475	77503	23
77504	77530	22
77531	77549	23
77550	78102	22
78103	78127	21
78128	78160	20
78161	78293	19
78294	78609	18
78610	78797	17
78798	79017	18
79018	79169	19
79170	79322	20
79323	79328	21
79329	79520	22
79521	79606	21
79607	79646	22
79647	80224	23
80225	80246	22
80247	80572	21
80573	80622	22
80623	81303	23
81304	81332	24
81333	81742	25
81743	81871	26
81872	82162	27
82163	82216	26
82217	82251	27
82252	82617	26
82618	82827	27
82828	83104	26
83105	83260	25
83261	83804	26
83805	83850	27
83851	83983	26
83984	84123	27
84124	84609	26
84610	84707	24
84708	85618	25
85619	86110	26
86111	86177	25
86178	86555	24
86556	86807	23
86808	86999	22
87000	87022	21
87023	87919	20
87920	88031	19
88032	88188	18
88189	88771	17
88772	88957	16
88958	89356	15
89357	89708	14
89709	89873	13
89874	90329	12
90330	90819	11
90820	91443	10
91444	91775	9
91776	91927	8
91928	92211	7
92212	92465	6
92466	92488	5
92489	93539	3
93540	93961	2
93962	94029	1
94030	94034	0
>ptg000017l	261709
1	4	0
5	197	1
198	549	2
550	869	3
870	1036	4
1037	1732	5
1733	2104	6
2105	2153	7
2154	2219	8
2220	2369	9
2370	2666	10
2667	2831	11
2832	2937	12
2938	3353	13
3354	3449	14
3450	3579	15
3580	4196	16
4197	4291	17
4292	4471	18
4472	4848	19
4849	4975	20
4976	5926	21
5927	6119	22
6120	6309	23
6310	7226	24
7227	7253	25
7254	7300	26
7301	7408	27
7409	8035	28
8036	8526	29
8527	8958	30
8959	8962	31
8963	9966	30
9967	10031	31
10032	10150	30
10151	10213	29
10214	10450	28
10451	10525	29
10526	10565	30
10566	10809	29
10810	10918	28
10919	11052	27
11053	11127	28
11128	11922	27
11923	12118	25
12119	12236	26
12237	12612	25
12613	12705	24
12706	12825	23
12826	13045	22
13046	13245	21
13246	13849	20
13850	13868	21
13869	14154	22
14155	14239	21
14240	14581	20
14582	14596	19
14597	14743	20
14744	14841	19
14842	14851	18
14852	15262	17
15263	15311	18
15312	15479	17
15480	15668	18
15669	15669	19
15670	15747	18
15748	16053	17
16054	16197	16
16198	16440	17
16441	16710	18
16711	16880	16
16881	16992	17
16993	17273	18
17274	17365	19
17366	17620	20
17621	17649	21
17650	17728	22
17729	17835	21
17836	18246	20
18247	18360	21
18361	18694	22
18695	19099	21
19100	19192	20
19193	19282	21
19283	19544	20
19545	19694	21
19695	19726	22
19727	19820	23
19821	20407	22
20408	20555	21
20556	20725	22
20726	20796	23
20797	20927	24
20928	21725	25
21726	21728	26
21729	21821	27
21822	22008	28
22009	22071	29
22072	22180	28
22181	22210	29
22211	22335	30
22336	22432	31
22433	22434	30
22435	22950	31
22951	23064	30
23065	23901	32
23902	23960	31
23961	24328	32
24329	24500	31
24501	24705	33
24706	24876	32
24877	25448	31
25449	25606	32
25607	25663	31
25664	25737	30
25738	25765	31
25766	25942	30
25943	26143	29
26144	26404	28
26405	26503	29
26504	26551	30
26552	26583	29
26584	27324	30
27325	27341	29
27342	27608	28
27609	27879	29
27880	28177	30
28178	28248	29
28249	28289	28
28290	28309	27
28310	28893	28
28894	28922	27
28923	29097	28
29098	29151	27
29152	29539	28
29540	29558	29
29559	29605	28
29606	29695	29
29696	29839	28
29840	30063	27
30064	30070	26
30071	30143	27
30144	30227	28
30228	30331	27
30332	30394	26
30395	30504	25
30505	30539	26
30540	30855	27
30856	30976	26
30977	31070	25
31071	31071	26
31072	31347	25
31348	31658	24
31659	31755	23
31756	32255	22
32256	32297	23
32298	32307	24
32308	32339	25
32340	32477	24
32478	32740	23
32741	32764	24
32765	32783	25
32784	33087	24
33088	33321	25
33322	33392	26
33393	33405	25
33406	33429	24
33430	33631	25
33632	33686	26
33687	33714	27
33715	34354	28
34355	34792	27
34793	34875	28
34876	34960	29
34961	35187	28
35188	35226	27
35227	35744	28
35745	35859	29
35860	36004	30
36005	36119	31
36120	36220	32
36221	36465	31
36466	36521	32
36522	36744	31
36745	37145	30
37146	37449	29
37450	37599	30
37600	37830	29
37831	37879	30
37880	38006	31
38007	38051	32
38052	38120	31
38121	38162	32
38163	38288	31
38289	38446	32
38447	38687	31
38688	38746	30
38747	38938	31
38939	39015	30
39016	39115	29
39116	39542	30
39543	39636	31
39637	39711	30
39712	39960	31
39961	40155	32
40156	40187	31
40188	40372	32
40373	40727	33
40728	40789	34
40790	40808	35
40809	40874	34
40875	41217	33
41218	41430	32
41431	41591	33
41592	41655	34
41656	41734	33
41735	41804	32
41805	41833	31
41834	42046	30
42047	42084	31
42085	42562	32
42563	42771	31
42772	42803	30
42804	42994	29
42995	43122	30
43123	43137	31
43138	43559	32
43560	43698	33
43699	43927	32
43928	44040	33
44041	44091	34
44092	44246	35
44247	44314	36
44315	44455	35
44456	44529	34
44530	44912	33
44913	45115	32
45116	45155	31
45156	45293	30
45294	45300	31
45301	45429	32
45430	45435	31
45436	45507	32
45508	45688	33
45689	45782	34
45783	45909	35
45910	45976	34
45977	46153	35
46154	46445	36
46446	46464	37
46465	46538	35
46539	46756	34
46757	47321	33
47322	47381	32
47382	47484	34
47485	47513	33
47514	47578	32
47579	47669	31
47670	48062	30
48063	48187	29
48188	48389	30
48390	48427	29
48428	48874	30
48875	48979	29
48980	49068	28
49069	49366	29
49367	49407	30
49408	49633	31
49634	49652	33
49653	49793	32
49794	49812	33
49813	50219	32
50220	50361	33
50362	50783	34
50784	50790	35
50791	51146	36
51147	51251	35
51252	51383	34
51384	51475	33
51476	51568	32
51569	51745	33
51746	51817	32
51818	52083	33
52084	52506	32
52507	52624	31
52625	52726	30
52727	52828	29
52829	52887	28
52888	54016	27
54017	54366	26
54367	54528	27
54529	54829	28
54830	54861	29
54862	54867	31
54868	55016	30
55017	55156	29
55157	55246	28
55247	55380	27
55381	55412	26
55413	55450	27
55451	55460	26
55461	55550	27
55551	55612	26
55613	55631	27
55632	55696	26
55697	55698	27
55699	56257	26
56258	56566	25
56567	56659	26
56660	57081	25
57082	57423	24
57424	57561	25
57562	57846	24
57847	57896	25
57897	57997	26
57998	58026	25
58027	58056	24
58057	58091	25
58092	58333	24
58334	58366	23
58367	58515	22
58516	58609	21
58610	58720	20
58721	59163	19
59164	59182	20
59183	59201	19
59202	59209	18
59210	59282	17
59283	59324	18
59325	60031	19
60032	60449	20
60450	60832	21
60833	60845	22
60846	61156	23
61157	61488	22
61489	61507	23
61508	61662	24
61663	61816	25
61817	62046	26
62047	62697	25
62698	62792	26
62793	62918	27
62919	63158	28
63159	63266	27
63267	63373	26
63374	63397	27
63398	63647	28
63648	64135	27
64136	64427	26
64428	64659	27
64660	64846	26
64847	64883	27
64884	64972	26
64973	65190	25
65191	65209	26
65210	65833	25
65834	65956	24
65957	65975	25
65976	66058	24
66059	66138	25
66139	66207	26
66208	66227	25
66228	66306	26
66307	66853	27
66854	66966	28
66967	67226	29
67227	67640	28
67641	67916	29
67917	67950	28
67951	68013	29
68014	68376	30
68377	68401	29
68402	68711	28
68712	68740	29
68741	68860	30
68861	68879	31
68880	69079	30
69080	69145	29
69146	69605	28
69606	70045	29
70046	70337	30
70338	70348	29
70349	70555	28
70556	70608	27
70609	71331	26
71332	71609	25
71610	71850	24
71851	71944	23
71945	72095	22
72096	72303	23
72304	72304	24
72305	72531	23
72532	72970	24
72971	73081	25
73082	73337	24
73338	73405	23
73406	73581	24
73582	74045	25
74046	74245	24
74246	74313	25
74314	74348	26
74349	74452	25
74453	74559	24
74560	74901	23
74902	75012	22
75013	75153	23
75154	75228	22
75229	75265	21
75266	75430	20
75431	75504	19
75505	75518	18
75519	75549	19
75550	75870	20
75871	76323	21
76324	76424	22
76425	76594	21
76595	76613	22
76614	77185	21
77186	77307	22
77308	77443	21
77444	77836	22
77837	77924	23
77925	78014	22
78015	78094	23
78095	78334	22
78335	78338	21
78339	78444	22
78445	78473	21
78474	78746	22
78747	78898	23
78899	79098	22
79099	79630	23
79631	80278	24
80279	80424	25
80425	80814	26
80815	80855	27
80856	81131	28
81132	81226	27
81227	81315	28
81316	81390	27
81391	81552	25
81553	81733	26
81734	81855	27
81856	81884	28
81885	82078	29
82079	82094	30
82095	82256	31
82257	82303	32
82304	82637	34
82638	82688	33
82689	82706	32
82707	83200	33
83201	83500	34
83501	83936	35
83937	83973	36
83974	84140	35
84141	84143	36
84144	84235	35
84236	84298	36
84299	84454	37
84455	84482	36
84483	84789	35
84790	84987	34
84988	85107	35
85108	85183	36
85184	85670	35
85671	85856	36
85857	86020	37
86021	86094	36
86095	86236	35
86237	86575	36
86576	86586	35
86587	86601	36
86602	86605	37
86606	86806	36
86807	86960	37
86961	87082	36
87083	87102	37
87103	87335	36
87336	87399	37
87400	87760	36
87761	87804	37
87805	87961	36
87962	88011	35
88012	88084	34
88085	88438	33
88439	88473	34
88474	88655	33
88656	88975	32
88976	89164	33
89165	89309	34
89310	89525	33
89526	89839	32
89840	89931	31
89932	90058	30
90059	90168	29
90169	90248	30
90249	90402	31
90403	90740	30
90741	90868	31
90869	90954	30
90955	91298	29
91299	91464	30
91465	91554	29
91555	91665	30
91666	91668	31
91669	91684	30
91685	91691	29
91692	91735	28
91736	91837	25
